"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
87078,1701100,"434",3,750,90,48,139,73,420,"Unpopular"
87102,1022200,"580",6,750,42.75,15,30,17,119,"Unpopular"
87146,1022200,"469",6,750,33.26,9,24,14,121,"Unpopular"
87150,1022200,"370",6,750,29.97,61,330,86,17858,"Unpopular"
87151,1022200,"370",10,50,6.03,49,164,70,5239,"Unpopular"
87152,1022200,"370",12,375,14.99,29,158,38,6353,"Unpopular"
87180,1022300,"163",6,750,30,17,33,20,167,"Unpopular"
87210,1022300,"305",12,1000,30.75,19,32,25,552,"Unpopular"
87250,1022200,"461",6,750,28.5,90,353,146,13307,"Unpopular"
87266,1022200,"115",6,750,30,50,179,73,3614,"Unpopular"
87270,1022200,"115",6,750,44.49,26,53,33,283,"Unpopular"
87280,1022200,"305",6,750,40.26,71,372,100,22155,"Unpopular"
87282,1022200,"260",12,375,21,25,125,38,3714,"Unpopular"
87288,1022300,"305",6,750,50,47,200,70,3252,"Unpopular"
87306,1022200,"035",12,750,21,49,189,75,5126,"Unpopular"
87325,1022200,"357",6,1000,22.88,14,23,19,128,"Unpopular"
87369,1022200,"368",6,750,37.5,25,80,40,584,"Unpopular"
87370,1022200,"368",6,750,48.75,20,53,31,330,"Unpopular"
87375,1022100,"567",6,750,32,27,85,39,335,"Unpopular"
87380,1022200,"330",6,750,17.63,28,84,37,24848,"Unpopular"
87385,1022200,"255",6,750,20.73,45,161,64,3485,"Unpopular"
87389,1022100,"803",12,1000,11.15,8,14,9,146,"Unpopular"
87401,1022200,"395",12,50,17.25,72,296,93,4750,"Unpopular"
87402,1022200,"395",48,200,4.5,58,316,82,59818,"Popular"
87403,1022100,"395",24,375,8.25,101,679,184,85831,"Popular"
87406,1022200,"395",6,750,48.15,34,86,46,524,"Unpopular"
87408,1022100,"395",12,750,16.61,125,1570,371,194480,"Popular"
87409,1022100,"395",12,1000,19.5,96,395,163,50387,"Popular"
87410,1022100,"395",6,1750,31.5,78,348,106,22596,"Unpopular"
87416,1022200,"395",12,750,23.13,29,48,33,788,"Unpopular"
87448,1022200,"260",6,750,30,23,55,29,448,"Unpopular"
87469,1022200,"305",12,750,17.72,7,8,8,17,"Unpopular"
87471,1022200,"305",6,750,31.5,9,13,11,23,"Unpopular"
87481,1022300,"305",6,750,48.75,19,37,23,204,"Unpopular"
87482,1701100,"260",6,50,50.75,27,68,34,208,"Unpopular"
87483,1701100,"260",3,1750,87,15,29,21,157,"Unpopular"
87484,1022200,"260",12,375,21.74,67,301,97,15498,"Unpopular"
87485,1022200,"260",6,750,43.49,102,702,168,67984,"Popular"
87499,1022200,"342",12,750,22.5,41,111,56,1948,"Unpopular"
87508,1022200,"395",6,50,33.15,60,233,86,1938,"Unpopular"
87509,1022200,"395",12,375,13.44,68,380,99,19731,"Unpopular"
87510,1022200,"395",12,750,23.19,109,817,197,57042,"Popular"
87511,1022200,"395",6,1000,26.25,71,225,101,25511,"Popular"
87563,1022200,"260",12,750,29.99,33,102,47,926,"Unpopular"
87586,1022200,"085",12,750,18.26,79,324,109,14059,"Unpopular"
87589,1022200,"085",6,750,18.51,74,336,105,19044,"Unpopular"
87596,1022200,"434",6,750,21,57,189,79,11281,"Unpopular"
87599,1022200,"223",6,750,31.5,6,6,6,20,"Unpopular"
87615,1022200,"619",12,375,10.5,15,39,22,636,"Unpopular"
87619,1022200,"461",6,750,21,71,326,98,30669,"Popular"
87623,1022200,"461",6,1750,37.5,10,14,13,73,"Unpopular"
87625,1022200,"065",6,750,42,20,60,32,376,"Unpopular"
87642,1022100,"205",24,375,8.25,27,55,33,1197,"Unpopular"
87643,1022200,"205",12,750,16.5,90,427,123,45665,"Popular"
87645,1022100,"205",12,1000,20.25,25,49,32,1622,"Unpopular"
87646,1022200,"434",12,750,16.5,57,218,81,24567,"Unpopular"
87647,1022200,"434",12,1000,15.99,37,84,49,24665,"Unpopular"
87714,1701100,"434",3,750,97.5,22,42,28,63,"Unpopular"
87716,1022200,"055",6,750,14.96,6,8,6,17,"Unpopular"
87769,1022200,"342",6,50,13.5,7,11,10,40,"Unpopular"
87773,1022200,"342",6,50,13.5,3,6,5,16,"Unpopular"
87849,1022200,"085",6,750,36.72,64,217,89,7345,"Unpopular"
87860,1022300,"368",6,750,30,10,21,12,136,"Unpopular"
87872,1022100,"460",6,750,31.5,19,67,26,689,"Unpopular"
87901,1022200,"580",6,750,75,16,31,21,109,"Unpopular"
87906,1022200,"580",6,750,45,14,30,17,112,"Unpopular"
87936,1022100,"434",12,750,11.25,89,310,140,18082,"Unpopular"
87937,1022100,"434",12,1000,11.75,88,290,145,133864,"Popular"
87938,1022100,"434",6,1750,22.5,59,159,83,11845,"Unpopular"
87997,1022100,"434",12,1000,11.51,39,84,49,23855,"Unpopular"
88015,1022200,"259",6,1750,30.24,17,38,25,471,"Unpopular"
88018,1022200,"259",12,750,14.13,56,182,72,26573,"Popular"
88036,1022200,"330",12,750,9.29,84,300,124,62281,"Popular"
88071,1022300,"313",6,750,34.98,18,30,21,145,"Unpopular"
88074,1022300,"313",6,750,34.98,16,24,18,100,"Unpopular"
88089,1022300,"313",6,750,34.98,19,36,25,147,"Unpopular"
88091,1022300,"368",6,750,41.51,5,7,5,35,"Unpopular"
88095,1092100,"115",12,750,18.6,30,84,40,4115,"Unpopular"
88104,1022300,"619",6,750,30,11,27,15,182,"Unpopular"
88116,1022200,"240",6,750,23.54,69,253,101,15674,"Unpopular"
88118,1022200,"240",6,1750,41.25,10,20,13,181,"Unpopular"
88120,1022200,"240",6,750,41.25,25,81,39,412,"Unpopular"
88146,1022200,"055",12,750,9.45,3,3,3,19,"Unpopular"
88147,1022100,"055",12,1000,10.53,49,93,60,22432,"Unpopular"
88148,1022200,"055",6,1750,19.2,17,20,20,245,"Unpopular"
88152,1022200,"065",6,750,19.68,18,31,21,257,"Unpopular"
88163,1701100,"260",6,750,89.99,18,51,27,240,"Unpopular"
88172,1022200,"368",6,750,34.5,31,76,39,464,"Unpopular"
88185,1022200,"370",24,375,7.49,47,204,57,18929,"Unpopular"
88186,1022200,"370",6,750,19.49,82,397,115,80356,"Popular"
88188,1022200,"370",6,1750,29.97,27,81,34,5670,"Unpopular"
88205,1022200,"065",12,750,23.61,47,155,66,4102,"Unpopular"
88212,1700000,"434",3,750,97.5,14,37,24,127,"Unpopular"
88290,1022200,"410",12,200,13.5,78,436,124,45799,"Popular"
88291,1022200,"410",10,300,30.45,107,710,208,13865,"Unpopular"
88294,1022200,"410",12,375,21.75,123,1485,357,140423,"Popular"
88296,1022200,"410",12,750,41.25,123,1538,336,389384,"Popular"
88298,1022200,"410",3,1750,87,70,312,113,5973,"Unpopular"
88332,1022200,"260",12,750,22.5,22,33,27,244,"Unpopular"
88354,1022200,"192",12,375,12.03,29,85,40,1903,"Unpopular"
88355,1022200,"192",6,1000,26.19,18,28,23,307,"Unpopular"
88356,1022200,"305",6,750,27.75,21,45,28,214,"Unpopular"
88361,1022200,"368",6,750,97.5,36,133,54,939,"Unpopular"
88363,1022200,"368",6,750,75,37,135,55,921,"Unpopular"
88367,1022200,"368",6,750,60,37,137,54,898,"Unpopular"
88369,1022200,"192",12,375,13.55,25,71,35,1044,"Unpopular"
88371,1022200,"192",6,750,22.41,82,447,143,21953,"Unpopular"
88372,1022200,"192",6,750,24.65,80,424,135,13620,"Unpopular"
88375,1022200,"192",6,1000,28.43,16,26,20,232,"Unpopular"
88406,1022200,"410",6,750,52.5,21,39,26,153,"Unpopular"
88413,1022200,"342",12,750,16.5,10,13,10,60,"Unpopular"
88458,1022200,"368",6,750,32.25,23,48,28,191,"Unpopular"
88464,1022200,"277",6,750,30.05,17,38,22,205,"Unpopular"
88470,1701100,"434",3,750,26.25,12,24,19,170,"Unpopular"
88477,1701100,"260",6,750,48.74,29,60,36,324,"Unpopular"
88479,1022200,"395",6,750,62.22,22,47,30,154,"Unpopular"
88482,1092100,"368",12,750,47.06,17,29,22,179,"Unpopular"
88511,1022300,"305",12,750,26.99,21,48,26,1540,"Unpopular"
88522,1022200,"305",12,750,19.38,19,36,24,846,"Unpopular"
88533,1092100,"115",12,750,18.6,26,77,37,2629,"Unpopular"
88536,1022200,"065",12,750,16.5,65,223,89,21053,"Unpopular"
88537,1022200,"065",12,1000,20,8,9,8,624,"Unpopular"
88540,1022200,"065",12,750,20.25,69,269,101,13116,"Unpopular"
88547,1022200,"065",12,1000,21.26,22,25,22,384,"Unpopular"
88548,1022200,"065",12,750,20.25,93,588,152,57207,"Popular"
88549,1022200,"065",24,375,9.44,22,43,29,494,"Unpopular"
88556,1022100,"065",12,750,14.25,86,430,129,40598,"Popular"
88566,1022200,"065",6,750,28.5,33,98,48,946,"Unpopular"
88570,1022200,"065",6,750,30,46,154,69,1549,"Unpopular"
88578,1092100,"368",12,750,33.99,26,56,33,368,"Unpopular"
88579,1022300,"277",6,750,29.99,17,42,26,450,"Unpopular"
88584,1022100,"803",12,1000,11.15,9,12,9,92,"Unpopular"
88585,1022300,"305",6,750,27.51,16,24,21,113,"Unpopular"
88589,1022200,"305",6,750,35.51,11,16,13,41,"Unpopular"
88592,1022200,"305",12,750,19.1,12,15,14,41,"Unpopular"
88594,1022200,"305",6,750,33,10,12,12,25,"Unpopular"
88602,1022200,"055",6,750,18.72,58,122,71,7332,"Unpopular"
88612,1022200,"209",12,1000,9,6,6,6,264,"Unpopular"
88613,1022100,"209",6,1750,16.13,8,12,8,106,"Unpopular"
88633,1022200,"368",6,750,35.51,6,8,6,58,"Unpopular"
88652,1022200,"368",6,750,52.5,19,50,29,322,"Unpopular"
88654,1022200,"055",6,750,14.96,3,4,3,17,"Unpopular"
88659,1022200,"085",6,750,18.51,78,378,114,14598,"Unpopular"
88668,1022200,"330",6,750,40.5,19,45,27,301,"Unpopular"
88741,1022200,"305",6,750,99.99,50,187,76,3015,"Unpopular"
88766,1022100,"421",12,750,9.3,91,286,147,20160,"Unpopular"
88767,1022100,"421",12,1000,9.96,81,238,137,76655,"Popular"
88768,1022100,"421",6,1750,18.96,74,171,99,15966,"Unpopular"
88827,1022200,"370",4,750,74.96,16,51,30,260,"Unpopular"
88833,1022200,"305",6,750,46.5,53,226,76,5706,"Unpopular"
88836,1022300,"370",6,750,97.44,12,22,15,87,"Unpopular"
88841,1022200,"065",12,750,23.61,69,241,94,10145,"Unpopular"
88915,1022200,"368",3,750,93.75,25,72,40,265,"Unpopular"
88922,1022200,"395",6,750,44.64,47,177,69,3409,"Unpopular"
88935,1701100,"260",6,750,44.99,25,54,32,254,"Unpopular"
88947,1022100,"567",6,750,44.75,26,61,37,222,"Unpopular"
88949,1022100,"567",6,750,37.25,26,65,38,211,"Unpopular"
88954,1022200,"223",6,750,34.62,8,11,10,24,"Unpopular"
88980,1022200,"461",6,1750,37.5,8,12,9,116,"Unpopular"
89000,1022200,"736",6,750,91.5,22,55,30,199,"Unpopular"
89006,1022200,"736",6,750,36.26,19,38,24,192,"Unpopular"
89029,1022200,"370",6,750,41.22,44,152,63,2778,"Unpopular"
89030,1022200,"370",6,750,38.97,47,209,70,3475,"Unpopular"
89099,1022200,"035",6,750,35,62,219,85,2306,"Unpopular"
89121,1022200,"035",12,750,21,91,463,135,28339,"Popular"
89123,1701100,"035",6,1750,43.05,10,10,10,71,"Unpopular"
89136,1022200,"461",6,750,37.5,55,154,75,1646,"Unpopular"
89139,1022200,"461",6,750,32.25,91,363,140,15804,"Unpopular"
89150,1022200,"380",12,750,18.39,38,132,55,4155,"Unpopular"
89152,1022200,"260",6,750,281.25,30,101,46,435,"Unpopular"
89154,1022200,"260",6,750,47.24,93,485,143,32669,"Popular"
89164,1022200,"260",6,750,97.49,71,363,103,10956,"Unpopular"
89175,1022200,"260",6,750,50.99,85,465,126,27001,"Popular"
89177,1022200,"305",6,750,41.76,64,333,92,13730,"Unpopular"
89178,1022200,"434",6,750,26.25,52,163,70,6413,"Unpopular"
89182,1022200,"434",6,750,22.5,50,165,68,6955,"Unpopular"
89191,1022100,"395",12,500,17.25,124,1515,353,61148,"Popular"
89193,1022100,"395",48,200,4.5,92,676,172,260461,"Popular"
89194,1022100,"395",24,375,8.25,119,1089,280,144383,"Popular"
89196,1022100,"395",12,750,16.61,127,1887,415,284771,"Popular"
89197,1022100,"395",12,1000,19.5,116,694,255,237505,"Popular"
89198,1022100,"395",6,1750,31.5,113,704,207,86541,"Popular"
89199,1022100,"395",12,375,8.25,117,1168,342,153360,"Popular"
89200,1022200,"260",6,750,50.99,63,264,91,9933,"Unpopular"
89206,1022200,"395",12,750,23.19,104,613,175,31428,"Popular"
89207,1022200,"395",6,1000,26.25,58,174,88,19013,"Unpopular"
89215,1022200,"395",12,750,23.13,77,273,110,10658,"Unpopular"
89221,1022300,"370",6,750,28.5,44,134,62,6655,"Unpopular"
89230,1022200,"395",6,750,33.62,69,262,94,4426,"Unpopular"
89233,1022200,"255",6,750,30,51,210,73,3126,"Unpopular"
89234,1022100,"330",6,750,22.5,34,104,47,7388,"Unpopular"
89235,1022200,"330",6,750,20.63,24,74,38,6385,"Unpopular"
89242,1022200,"255",6,750,22.5,81,361,121,24522,"Unpopular"
89249,1022200,"255",6,1750,45,29,75,38,2457,"Unpopular"
89267,1022200,"065",6,750,51,19,58,32,431,"Unpopular"
89268,1022200,"085",6,1750,31.19,32,65,44,4065,"Unpopular"
89269,1022200,"065",6,750,47.25,22,67,32,406,"Unpopular"
89274,1022200,"085",6,750,21.56,80,316,114,6713,"Unpopular"
89278,1022200,"085",12,750,18.26,96,402,132,15335,"Unpopular"
89286,1022200,"461",6,750,21,64,289,91,14202,"Unpopular"
89301,1022100,"421",12,1000,7.68,23,48,30,18679,"Unpopular"
89320,1701100,"255",6,750,42.51,18,37,25,114,"Unpopular"
89329,1022200,"085",6,750,43.55,54,198,78,4334,"Unpopular"
89339,1022200,"085",6,750,38.22,67,273,97,10898,"Unpopular"
89343,1022200,"300",6,750,36.9,32,71,44,318,"Unpopular"
89386,1022100,"434",12,750,11.25,96,402,166,19649,"Unpopular"
89387,1022100,"434",12,1000,11.75,93,351,155,395318,"Popular"
89388,1022100,"434",6,1750,22.5,68,202,98,14267,"Unpopular"
89443,1022200,"434",12,750,16.5,54,200,80,15126,"Unpopular"
89445,1022200,"434",12,1000,17,27,58,35,19091,"Unpopular"
89447,1022100,"434",12,1000,11.51,51,106,67,25663,"Popular"
89448,1022100,"434",6,1750,18,12,16,13,226,"Unpopular"
89465,1022200,"516",6,750,24.99,7,8,7,25,"Unpopular"
89468,1022200,"259",12,750,14.13,56,182,75,12302,"Unpopular"
89470,1022200,"259",6,1750,30,16,34,23,418,"Unpopular"
89496,1022200,"330",12,750,9.29,91,345,143,46631,"Popular"
89504,1022300,"368",6,750,38.25,11,21,14,137,"Unpopular"
89519,1022200,"461",6,750,26.25,43,127,56,2184,"Unpopular"
89532,1022100,"205",24,375,8.25,22,51,28,1252,"Unpopular"
89533,1022200,"205",12,750,16.5,91,376,122,24473,"Unpopular"
89535,1022100,"205",12,1000,20.25,29,50,33,2867,"Unpopular"
89566,1022300,"055",12,750,19.89,80,289,113,7621,"Unpopular"
89576,1022200,"055",12,750,9.45,1,2,2,5,"Unpopular"
89577,1022100,"055",12,1000,10.53,63,154,85,290599,"Popular"
89578,1022200,"055",6,1750,19.2,15,17,17,403,"Unpopular"
89583,1022200,"240",6,750,23.54,52,144,69,3625,"Unpopular"
89590,1022200,"240",6,750,42.75,24,71,36,322,"Unpopular"
89610,1022200,"370",6,750,19.49,74,366,108,40160,"Popular"
89617,1022200,"065",12,750,16.52,46,133,63,7171,"Unpopular"
89621,1022200,"370",6,1750,29.97,21,65,27,3821,"Unpopular"
89624,1022200,"410",12,375,21.75,75,291,113,6343,"Unpopular"
89626,1022200,"410",12,750,42.75,97,547,155,18916,"Unpopular"
89635,1022200,"370",24,375,7.49,20,69,28,1402,"Unpopular"
89644,1022200,"410",12,375,24.75,51,186,67,3641,"Unpopular"
89646,1022200,"410",12,750,46.5,89,426,135,14611,"Unpopular"
89665,1022200,"300",6,750,33.75,41,141,61,2771,"Unpopular"
89754,1092100,"368",12,750,42.62,21,37,25,197,"Unpopular"
89757,1092100,"368",12,750,41.6,21,38,27,200,"Unpopular"
89781,1022200,"065",12,500,8.1,71,285,110,8287,"Unpopular"
89786,1022100,"065",12,750,14.25,87,488,126,19844,"Unpopular"
89787,1022100,"065",12,1000,17.33,53,106,68,27219,"Popular"
89788,1022100,"065",6,1750,28.5,26,43,33,1921,"Unpopular"
89796,1022200,"065",12,750,22.5,42,120,56,5824,"Unpopular"
89820,1092100,"368",4,750,143.25,9,17,12,41,"Unpopular"
89824,1022300,"469",6,750,30,37,101,52,4406,"Unpopular"
89836,1022200,"065",12,750,20.25,95,574,148,52449,"Popular"
89837,1022200,"065",12,1000,22.5,60,149,84,32734,"Popular"
89838,1022200,"065",6,1750,36,44,111,56,13273,"Unpopular"
89841,1022100,"065",12,750,23.61,30,86,46,1328,"Unpopular"
89846,1022200,"065",6,750,31.49,57,218,83,7200,"Unpopular"
89879,1022200,"330",6,750,49.5,16,42,23,255,"Unpopular"
89882,1022200,"330",6,750,44.25,16,43,22,326,"Unpopular"
89887,1022100,"421",12,1000,9.95,35,69,43,45492,"Popular"
89916,1022100,"421",12,750,9.3,82,246,131,10566,"Unpopular"
89924,1022200,"368",6,750,34.26,20,32,25,153,"Unpopular"
89952,1022200,"209",12,1000,9,10,15,13,250,"Unpopular"
89956,1022200,"209",6,1750,16.13,8,13,10,156,"Unpopular"
93557,1041100,"482",6,750,27.75,21,52,30,315,"Unpopular"
100001,1701100,"305",24,100,12,9,11,9,119,"Unpopular"
100015,1081600,"421",3,3500,45,83,337,142,3754,"Unpopular"
100017,1701100,"065",6,1950,35.43,15,24,16,676,"Unpopular"
100018,1701100,"338",6,750,22.38,14,21,17,74,"Unpopular"
100024,1701100,"255",6,750,25.86,8,19,11,120,"Unpopular"
100027,1032200,"370",6,750,17.24,14,20,17,386,"Unpopular"
100032,1701100,"420",6,750,149.99,8,15,8,61,"Unpopular"
100035,1701100,"255",6,750,27.14,55,75,62,1693,"Unpopular"
100037,1701100,"260",6,1850,22.13,30,54,41,997,"Unpopular"
100040,1082100,"461",6,750,34.97,49,100,67,581,"Unpopular"
100041,NA,"420",6,750,44.99,19,42,23,404,"Unpopular"
100051,1701100,"420",6,750,35.24,6,9,9,174,"Unpopular"
100068,NA,"125",4,1000,53.63,12,24,18,349,"Unpopular"
100071,1032100,"370",3,1750,29.99,19,33,22,761,"Unpopular"
100077,1701100,"395",6,750,15.68,67,206,105,3300,"Unpopular"
100083,1031100,"195",6,750,18.57,6,6,6,26,"Unpopular"
100100,1701100,"065",6,750,23.61,22,35,23,300,"Unpopular"
100107,1701100,"260",6,1850,27,79,238,115,15869,"Unpopular"
100108,1701100,"260",6,1850,27,74,186,106,13923,"Unpopular"
100119,1091200,"420",6,750,25.73,12,20,18,1140,"Unpopular"
100127,1701100,"420",6,750,25.73,42,86,53,1752,"Unpopular"
100128,1701100,"192",12,750,18.08,49,113,66,2353,"Unpopular"
100129,1701100,"192",12,750,18.68,54,153,80,3275,"Unpopular"
100135,NA,"085",6,750,30.02,40,64,47,480,"Unpopular"
100137,1701100,"085",6,750,23.36,28,47,37,371,"Unpopular"
100144,1701100,"035",6,750,30,21,24,24,133,"Unpopular"
100148,1011300,"085",6,750,41.39,72,173,104,1047,"Unpopular"
100152,1701100,"259",6,750,11.91,10,14,12,67,"Unpopular"
100161,1022200,"395",6,750,23.19,27,35,31,181,"Unpopular"
100165,1701100,"370",3,1750,29.99,28,47,35,1719,"Unpopular"
100179,1701100,"035",6,750,21,21,31,27,284,"Unpopular"
100189,1701100,"370",6,750,29.97,11,22,16,115,"Unpopular"
100201,1012200,"370",6,750,29.97,14,23,17,567,"Unpopular"
100202,1701100,"260",6,750,19.5,90,380,139,12872,"Unpopular"
100208,1701100,"260",4,1750,47.99,34,50,38,255,"Unpopular"
100210,1700000,"305",6,750,30,24,40,32,404,"Unpopular"
100215,1081200,"300",6,750,14.99,87,314,136,4993,"Unpopular"
100216,1701100,"300",6,750,13.49,10,12,10,61,"Unpopular"
100227,NA,"322",6,750,22.5,17,24,20,121,"Unpopular"
100229,NA,"421",6,750,15.53,2,2,2,12,"Unpopular"
100230,1701100,"380",6,750,11.99,29,35,33,160,"Unpopular"
100232,1701100,"255",6,750,20.73,7,8,7,138,"Unpopular"
100233,1701100,"255",6,750,22.5,38,93,50,1164,"Unpopular"
100234,1701100,"300",6,750,17.01,10,14,10,161,"Unpopular"
100236,1701100,"163",6,750,20.25,34,59,43,238,"Unpopular"
100241,1701100,"305",6,1850,39.99,5,5,5,15,"Unpopular"
100243,1701100,"240",6,750,14.48,41,97,53,1473,"Unpopular"
100245,1701100,"035",6,750,20.25,25,47,30,695,"Unpopular"
100246,1701100,"255",6,750,19.26,35,63,46,1268,"Unpopular"
100258,1701100,"410",6,1000,50.01,52,116,72,1793,"Unpopular"
100274,1011100,"492",6,750,15,15,15,15,53,"Unpopular"
100280,1071100,"557",12,20,14.25,42,85,64,603,"Unpopular"
100282,NA,"322",6,750,22.5,1,1,1,3,"Unpopular"
100293,1011200,"259",10,100,42,12,20,18,281,"Unpopular"
100294,1701100,"259",6,750,13.5,39,78,55,672,"Unpopular"
100298,1701100,"434",6,900,11.54,25,36,30,553,"Unpopular"
100300,1031100,"255",6,1800,15,20,39,26,513,"Unpopular"
100301,1701100,"065",6,750,31.5,17,29,23,316,"Unpopular"
100306,1022200,"410",6,750,82.5,40,149,59,693,"Unpopular"
100310,1701100,"130",1,3000,192,3,3,3,3,"Unpopular"
100329,1701100,"035",6,750,27,2,2,2,2,"Unpopular"
100331,1701100,"260",6,1125,32,41,75,49,1037,"Unpopular"
100332,1011200,"065",12,100,5.24,26,48,33,647,"Unpopular"
100335,1011200,"306",6,750,28.76,15,21,19,180,"Unpopular"
100344,1701100,"305",3,1750,81,5,5,5,9,"Unpopular"
100348,1701100,"305",3,1750,86.01,7,7,7,12,"Unpopular"
100352,1041100,"469",6,750,21.26,2,2,2,6,"Unpopular"
100353,1032100,"260",4,1750,33,27,44,37,1666,"Unpopular"
100354,1701100,"277",6,1750,29.99,12,18,15,246,"Unpopular"
100360,NA,"380",6,750,16.5,51,69,60,605,"Unpopular"
100394,1701100,"322",6,750,15,22,30,24,213,"Unpopular"
100404,1701100,"065",12,425,12.59,10,20,12,637,"Unpopular"
100406,1701100,"255",1,2400,323.64,37,53,43,60,"Unpopular"
100412,1701100,"420",12,750,29.99,11,21,13,612,"Unpopular"
100413,1081600,"421",1,50,77.4,109,955,346,14828,"Unpopular"
100414,1701100,"085",6,750,23.36,21,33,24,213,"Unpopular"
100416,1701100,"461",12,750,13.52,31,52,42,457,"Unpopular"
100417,1701100,"085",6,750,30.02,58,108,73,840,"Unpopular"
100423,1081600,"421",8,100,9,91,542,150,87955,"Popular"
100427,1701100,"065",6,750,30,62,132,79,1204,"Unpopular"
100430,1082100,"035",6,750,30,33,68,42,960,"Unpopular"
100433,1700000,"065",6,750,31.49,29,90,45,752,"Unpopular"
100439,1701100,"370",3,750,119.94,8,10,10,27,"Unpopular"
100440,1701100,"619",6,1750,22.5,34,67,45,1134,"Unpopular"
100442,1701100,"259",1,750,142.92,4,4,4,6,"Unpopular"
100444,1701100,"370",6,850,23.99,67,212,95,10636,"Unpopular"
100446,1701100,"395",12,750,20.99,31,61,41,690,"Unpopular"
100448,1701100,"395",6,750,23.19,47,108,61,722,"Unpopular"
100453,1701100,"395",6,750,15.68,28,53,38,480,"Unpopular"
100456,1031200,"259",6,750,13.5,6,7,7,26,"Unpopular"
100457,1701100,"259",6,750,13.5,25,38,29,216,"Unpopular"
100458,1701100,"259",6,750,13.5,22,26,23,175,"Unpopular"
100459,1701100,"259",6,750,13.5,24,33,30,211,"Unpopular"
100466,1701100,"305",4,2400,32.63,21,30,25,61,"Unpopular"
100479,1701100,"260",6,750,18.75,16,34,23,1470,"Unpopular"
100488,1011400,"085",6,750,23.36,61,137,76,1080,"Unpopular"
